city,state_id,state_name,lat,lng,population,id
Osgood,OH,Ohio,40.3394,-84.4957,282,1840012254
Albright,WV,West Virginia,39.4937,-79.6399,282,1840005652
Kylertown,PA,Pennsylvania,40.9993,-78.1681,282,1840026358
Harpers Ferry,WV,West Virginia,39.3251,-77.7409,282,1840005758
Monroe,NE,Nebraska,41.474,-97.5998,282,1840011454
Eugenio Saenz,TX,Texas,26.3582,-98.6331,282,1840040778
Kingston Mines,IL,Illinois,40.5586,-89.772,282,1840011923
Bear Dance,MT,Montana,47.902,-114.0273,282,1840023782
Rader Creek,MT,Montana,45.8456,-112.3161,282,1840039703
Perry,AR,Arkansas,35.0458,-92.7948,281,1840016491
Vergennes,IL,Illinois,37.9013,-89.3398,281,1840012967
Markleysburg,PA,Pennsylvania,39.7363,-79.4516,281,1840000663
Hendrum,MN,Minnesota,47.2641,-96.8104,281,1840006620
Westwood,MO,Missouri,38.6435,-90.4335,281,1840012830
Lawrence,NE,Nebraska,40.2902,-98.2596,281,1840012270
Shiloh,AL,Alabama,34.4638,-85.878,281,1840017915
Pollocksville,NC,North Carolina,35.0056,-77.2214,281,1840016446
Neilton,WA,Washington,47.4031,-123.8782,281,1840018443
Merino,CO,Colorado,40.4836,-103.3535,281,1840022405
Westville,FL,Florida,30.7697,-85.8465,281,1840017162
Grand Beach,MI,Michigan,41.774,-86.7887,281,1840011225
Seltzer,PA,Pennsylvania,40.6957,-76.2361,281,1840035191
Fruithurst,AL,Alabama,33.7297,-85.4312,280,1840002170
Prairie Home,MO,Missouri,38.8136,-92.5906,280,1840009714
